Canonical SMILES,Mutagenicity
OCc1ccc(cc1)NS(=O)(=O)N(C)C,non-mutagenic
OCC1OC(Oc2cc(C)ccc2NS(=O)(=O)N(C)C)C(C(C1O)O)O,non-mutagenic
Cc1ccc(c(c1)O)NS(=O)(=O)N(C)C,non-mutagenic
O=C(CC(C)(C)C)OC1=C(C(=O)OC21CCCC2)c1c(C)cc(cc1C)C,non-mutagenic
CCCN(CC1COC2(O1)CCC(CC2)C(C)(C)C)CC,non-mutagenic
CCC[N+](CC1COC2(O1)CCC(CC2)C(C)(C)C)(CC)[O-],non-mutagenic
O=C(C1(C)CCCCC1)Nc1ccc(c(c1Cl)Cl)O,non-mutagenic
CCOC(=O)OC1=C(C(=O)NC21CCC(CC2)OC)c1cc(C)ccc1C,non-mutagenic
COC1CCC2(CC1)NC(=O)C(C2=O)(O)c1cc(C)ccc1C,non-mutagenic
OC1CCC2(CC1)NC(=O)C(C2=O)(O)c1cc(C)ccc1C,non-mutagenic
OC1CCC2(CC1)NC(=O)C(C2O)(O)c1cc(C)ccc1C,non-mutagenic
COC1CCC2(CC1)NC(=O)C(C2O)c1cc(C)ccc1C,non-mutagenic
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,non-mutagenic
Clc1cc(cnc1Nc1c(cc(c(c1[N+](=O)[O-])O)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,mutagenic
Clc1cc(cnc1Nc1c(cc(c(c1N)Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,non-mutagenic
CSC1=NC(C(=O)N1Nc1ccccc1)(C)c1ccccc1,non-mutagenic
O=C1NC(=O)N[C@@]1(C)c1ccccc1,non-mutagenic
O=C1N[C@@](C(=O)N1Nc1ccccc1)(C)c1ccccc1,non-mutagenic
CSC1=N[C@@](C(=O)N1)(C)c1ccccc1,non-mutagenic
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,non-mutagenic
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,non-mutagenic
CC(c1ccccc1)(C[Sn](O[Sn](CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)C,non-mutagenic
CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@H](C)O[C@@H](C1)C,non-mutagenic
O=C(c1cccc(c1C(=O)NC(CS(=O)(=O)C)(C)C)I)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,non-mutagenic
O=C(c1ccccc1C(=O)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F)NC(CS(=O)(=O)C)(C)C,non-mutagenic
O=C(c1cccc(c1C(=O)NC(CS(=O)(=O)C)(C)C)O)Nc1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,non-mutagenic
N#CCNC(=O)c1cnccc1C(F)(F)F,non-mutagenic
OC(=O)c1cnccc1C(F)(F)F,non-mutagenic
NC(=O)c1cnccc1C(F)(F)F,non-mutagenic
O=C(c1cnccc1C(F)(F)F)NCC(=O)O,non-mutagenic
O=C(c1cnccc1C(F)(F)F)NCC(=O)N,non-mutagenic
Oc1ncc(c(c1)C(F)(F)F)C(=O)O,non-mutagenic
CO/N=C(\c1ccccc1Oc1ncnc(c1F)Oc1ccccc1Cl)/C1=NOCCO1,non-mutagenic
CO/N=C(\c1ccccc1Oc1ncnc(c1F)O)/C1=NOCCO1,non-mutagenic
CC(Cc1ccc(cc1)C(C)(C)C)CN1CCCCC1,non-mutagenic
CC(C[N+]1([O-])CCCCC1)Cc1ccc(cc1)C(C)(C)C,non-mutagenic
Clc1ccc(c(c1)Cl)n1c(nc2c(c1=O)cc(cc2)F)n1cncn1,non-mutagenic
Clc1ccc(c(c1)Cl)n1c(=O)[nH]c2c(c1=O)cc(cc2)F,non-mutagenic
C#CCN1C(=O)COc2c1cc(c(c2)F)N1C(=O)C2=C(C1=O)CCCC2,non-mutagenic
Cc1cnc2c(c1)ccc(c2C(=O)O)Cl,non-mutagenic
OC(=O)c1c(Cl)ccc2c1nc(O)c(c2)C,non-mutagenic
OC(=O)c1cnc2c(c1)ccc(c2C(=O)O)Cl,mutagenic
N#CN=S(=O)(C(c1ccc(nc1)C(F)(F)F)C)C,non-mutagenic
NC(=O)N=S(=O)(C(c1ccc(nc1)C(F)(F)F)C)C,non-mutagenic
CC(c1ccc(nc1)C(F)(F)F)O,non-mutagenic
CCc1ccc(nc1)C(F)(F)F,non-mutagenic
CC(S(=O)(=N)C)c1ccc(nc1)C(F)(F)F,non-mutagenic
CC(S(=O)(=O)C)c1ccc(nc1)C(F)(F)F,non-mutagenic
ClCC1CN(C(=O)C1Cl)c1cccc(c1)C(F)(F)F,non-mutagenic
CNC(=O)Oc1cccc(c1)N=CN(C)C.Cl,non-mutagenic
c1coc(c1)c1nc2c([nH]1)cccc2,non-mutagenic
CCOC(=O)[C@H](Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C,non-mutagenic
CCOC(=O)C(Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C,non-mutagenic
CCCCCCC(OC(=O)COc1nc(F)c(c(c1Cl)N)Cl)C,non-mutagenic
[O-]P(=O)([O-])[O-].[Fe+3],non-mutagenic
Cn1nc(c(c1)C(=O)Nc1ccccc1C1CC1C1CC1)C(F)F,non-mutagenic
CC(Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F)C,non-mutagenic
Clc1cc(cnc1CCNC(=O)c1ccccc1C(F)(F)F)C(F)(F)F,non-mutagenic
C[C@@H]1N(C(=O)NC2CCCCC2)C(=O)S[C@H]1c1ccc(cc1)Cl,non-mutagenic
C[C@@H]1N(C(=O)N)C(=O)S[C@H]1c1ccc(cc1)Cl,non-mutagenic
O=C1CCCC(C1)NC(=O)N1C(=O)SC(C1C)c1ccc(cc1)Cl,non-mutagenic
O[C@H]1CCCC[C@@H]1NC(=O)N1C(=O)S[C@H]([C@@H]1C)c1ccc(cc1)Cl,non-mutagenic
O[C@@H]1CC[C@H](CC1)NC(=O)N1C(=O)S[C@@H]([C@H]1C)c1ccc(cc1)Cl,non-mutagenic
OC1CCCC(C1)NC(=O)N1C(=O)SC(C1C)c1ccc(cc1)Cl,non-mutagenic
C[C@@H]1NC(=O)S[C@H]1c1ccc(cc1)Cl,non-mutagenic
O[C@@H]1CC[C@@H](CC1)NC(=O)N1C(=O)S[C@H]([C@@H]1C)c1ccc(cc1)Cl,non-mutagenic
O=C1CCC(CC1)NC(=O)N1C(=O)S[C@@H]([C@H]1C)c1ccc(cc1)Cl,non-mutagenic
N#CC(c1ccccc1)(Cn1cncn1)CCc1ccc(cc1)Cl,non-mutagenic
Clc1ccc(cc1)[C@H]1OC(=O)[C@@](C1)(Cn1cncn1)c1ccccc1,non-mutagenic
Clc1ccc(cc1)[C@@H]1OC(=O)[C@@](C1)(Cn1cncn1)c1ccccc1,non-mutagenic
COc1nc(nc(c1)OC)[N-]C(=O)NS(=O)(=O)c1nc(ccc1C(=O)OC)C(F)(F)F.[Na+],non-mutagenic
COc1cc(OC)nc(n1)n1c(=O)[nH]c(=O)c2c1nc(cc2)C(F)(F)F,non-mutagenic
COc1cc(O)nc(n1)n1c(=O)[nH]c(=O)c2c1nc(cc2)C(F)(F)F,non-mutagenic
OC(=O)c1ccc(nc1S(=O)(=O)N)C(F)(F)F,non-mutagenic
COC(=O)c1ccc(nc1S(=O)(=O)N)C(F)(F)F,non-mutagenic
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,non-mutagenic
Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccc(cc1)C(=O)C,non-mutagenic
O=C(c1ccc(cc1)C(=O)O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,non-mutagenic
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)CO,non-mutagenic
O=C(c1ccc(cc1)C(=O)C)NN(C(C)(C)C)C(=O)c1cc(cc(c1)C(=O)O)C(=O)O,non-mutagenic
OC(=O)Cc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,non-mutagenic
Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccc(cc1)C(O)C,non-mutagenic
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C=O,non-mutagenic
O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,non-mutagenic
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
N#Cc1nn(c(c1SC(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
N#Cc1nn(c(c1S(=O)(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
N#Cc1nn(c(c1C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
N#Cc1nn(c(c1S(=O)(=O)O)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
OC(=O)c1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
NC(=O)c1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,non-mutagenic
Cc1cc(=O)[nH]o1,non-mutagenic
OC(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,non-mutagenic
Fc1ccc(cc1)C(c1ccccc1F)(Cn1cncn1)O,non-mutagenic
C=CCSC(=O)n1c(N)c(c(=O)n1C(C)C)c1ccccc1C,non-mutagenic
Cc1ccccc1c1c(N)[nH]n(c1=O)C(C)C,non-mutagenic
OC(=O)[C@H](Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,non-mutagenic
COC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,non-mutagenic
O=c1[nH]cc(cc1Cl)C(F)(F)F,non-mutagenic
Cn1cc(cc(c1=O)Cl)C(F)(F)F,non-mutagenic
COC(=O)c1cccc(c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(n1)N(C)C)C,non-mutagenic
Nc1nc(OCC(F)(F)F)nc(n1)N(C)C,non-mutagenic
CNc1nc(OCC(F)(F)F)nc(n1)N,non-mutagenic
FC(COc1nc(N)nc(n1)N)(F)F,non-mutagenic
O=C1NS(=O)(=O)c2c1cccc2C,non-mutagenic
NCP(=O)(O)O,non-mutagenic
CNC1=C(c2cccc(c2)C(F)(F)F)C(=O)C(O1)c1ccccc1,non-mutagenic
OC(=O)C(F)(F)F,non-mutagenic
CSC(=NOC(=O)N(SN(C(=O)ON=C(SC)C)C)C)C,non-mutagenic
OC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)[C@@]1(C)Cn1ccnn1,non-mutagenic
Oc1cc2O[C@@H](Cc2c2c1c(=O)c1c(n2C)cccc1)[C@@]1(C)CO1,mutagenic
C[C@H]1CCC[C@@]2([C@]1(O)CCCC2)C,non-mutagenic
COC1=CC(=O)c2c(C1=O)ncc1c2[nH]c2c1cncc2,mutagenic
N1[C@@H]2[C@H]1c1cscc1-c1c2csc1,mutagenic
CCCC[C@H](COC(=O)COc1ccc(cc1Cl)Cl)CC,non-mutagenic
CCN(CC#CC(OC(=O)[C@@](c1ccccc1)(C1CCCCC1)O)(C)C)CC.Cl.O,non-mutagenic
F[C@H](C(C(Cl)(F)F)(F)F)Cl,non-mutagenic
Nc1cc(N)c(cc1/N=N/c1ccccc1)C,mutagenic
Nc1ccc2c(c1)nc1c(c2)ccc(c1)N.Cl,mutagenic
C[C@@H]([C@@H](Cc1ccc(c(c1)O)O)C)Cc1ccc(c(c1)O)O,non-mutagenic
OC(=O)C1=CC2=CC[C@@H]3[C@@H]([C@]2(CC1)C)CC[C@]1([C@H]3CC[C@H]1C(=O)NC(C)(C)C)C,non-mutagenic
OC(=O)COc1ccc(cc1Cl)Cl.OCCNCCO,non-mutagenic
C[C@H]1CCCC(=O)CCC/C=C/c2c(C(=O)O1)c(O)cc(c2)O,non-mutagenic
OC(=O)CC[C@@H](C(=O)O)N.[K+].O,non-mutagenic
Cc1nccc2c1[nH]c1c2cccc1.Cl,mutagenic
O=NN1CCO[C@H](C1)O,mutagenic
O1CCO[C@@H]2CCCC[C@H]2OCCOCCO[C@H]2[C@H](OCC1)CCCC2,non-mutagenic
COc1cc(ccc1/N=N/c1c(O)c2ccc(cc2cc1S(=O)(=O)O)N)c1ccc(c(c1)OC)/N=N/c1cc(c2c(c1O)cccc2)S(=O)(=O)O,mutagenic
CC([C@H]1c2cc(C(=O)C)c(cc2C([C@@H]1C)(C)C)C)C,non-mutagenic
CO[C@H]1[C@@H](N)C[C@@H](O[C@H]1C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO,mutagenic
CN1CCN(CC1)C1=CC(=O)c2c(C1=O)c1[nH]c3c(c1c(n2)C)cccc3,mutagenic
O=C1c2ccccc2C(=O)c2c1ccc(c2O)C,mutagenic
C[C@H]1OC(=O)c2c(C1)ccc(c2O)C(=O)N[C@H](C(=O)O)Cc1ccccc1,non-mutagenic
CCCC[C@H]1CO1,non-mutagenic
O=C1[C@@H]2O[C@@H]2[C@@H]2c3c1c1=C(O)C=C[C@H]4c1c(c3=C(C=C2)O)C(=O)[C@H]1[C@@H]4O1,mutagenic
COc1ccc(cc1N)N,mutagenic
OC[C@@H]([C@H]1OC(=O)C(=C1O)O)O.[Na+],non-mutagenic
[O-][N+](=C1CCCC1)[O-],mutagenic
CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1.[Na+],non-mutagenic
O[C@H]1[C@H](O)[C@@H]2O[C@@H]2c2c1ccc1c2nc2c(c1)ccc1c2cccc1,mutagenic
O[C@@H](COc1cccc2c1C[C@H](O)[C@@H](C2)O)CNC(C)(C)C,non-mutagenic
OC(=O)[C@H](CC(=O)c1cccc(c1N)O)N,non-mutagenic
NCC[C@H](N)C,non-mutagenic
Nc1nc(C)c2c(c1)[nH]c1c2cccc1,mutagenic
OC(=O)[C@H]1N[C@@H](C)c2c(C1)c1ccccc1[nH]2,non-mutagenic
C/C=C/C=O,mutagenic
Nc1ccc2c(c1)cc1c([n+]2C)cccc1.Cl,mutagenic
CCCCNCCCNCCCNC(=O)c1csc(n1)c1csc(n1)CCNC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H]([C@@H]([C@H](NC(=O)[C@H]([C@H](c1nc[nH]c1)O[C@@H]1O[C@@H](CO)[C@@H]([C@@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)OC(=O)N)O)O)O)NC(=O)c1nc(nc(c1C)N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C)O)C,mutagenic
CCOc1ccc(cc1)/N=[N+](/c1ccc(cc1)OCC)\[O-],non-mutagenic
O=CC1=C[C@]2(O)CC(C[C@@H]2[C@H](C=C1C=O)C)(C)C,mutagenic
c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,mutagenic
Nc1ccc(c(c1)C)N,mutagenic
COc1ccc(c(c1)/N=N/c1c(O)ccc2c1cccc2)OC,mutagenic
CN(c1ccc(cc1)/N=N/c1cccc2c1cccc2)C,mutagenic
O=c1[nH]c(=O)n(cc1F)[C@H]1CCCO1,non-mutagenic
O=C(N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)COc1ccccc1.[K+],non-mutagenic
OC[C@H]1O[C@H]([C@@H]([C@@H]1O[P@@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)N)O)O)n1cnc2c1ncnc2N,non-mutagenic
c1ccc2-c3ccc4c(c3[C@@H]3[C@H](c2c1)O3)cccc4,mutagenic
Br[C@H]([C@H](Br)C)CO[P@](=O)(OC[C@@H]([C@H](Br)C)Br)OC[C@@H]([C@H](Br)C)Br,mutagenic
OC[C@H]1O[C@H](C(=O)[C@@H]1O)n1cnc2=C(NCN=c12)N,non-mutagenic
OC(=O)C[C@H](C(=O)O)O,non-mutagenic
C=CCc1ccccc1OC[C@@H](CNC(C)C)O,non-mutagenic
O=C(Cc1cnc(nc1N)C)N/C(=C(/SC(=O)c1ccccc1)\CCOC(=O)c1ccccc1)/C.Cl,non-mutagenic
OC(=O)/C=C\C(=O)O.[Na+].[Na+],non-mutagenic
COC(=O)/C(=C\c1ccc(o1)[N+](=O)[O-])/[N+](=O)[O-],mutagenic
CN(c1ccc(cc1)/N=N/c1ccc(cc1)N(C)C)C,non-mutagenic
ON1c2ccccc2C(=O)[C@@]1(C)c1ccccc1,non-mutagenic
c1ccc(cc1)CN1[C@@H]2[C@H]1c1ccccc1-c1c2cccc1,mutagenic
O[C@H]1[C@H](O)c2ccc(c3c2c2c1cccc2c1c3cccc1)[N+](=O)[O-],mutagenic
Cl[C@@H](c1ccccc1)C(=O)NCc1ccccc1,mutagenic
O(C[C@@H]1OC1)CCOC[C@@H]1OC1,mutagenic
OC(=O)c1ccc(cc1)/C=N/n1nnc2c(c1=O)[nH]c1c2cccc1,mutagenic
N#CC(/N=N/C(C#N)(C)C)(C)C,non-mutagenic
CCC(=O)O.[Na+],non-mutagenic
CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)O.[Na+].O,mutagenic
Br[C@H]1[C@H](Cl)[C@H](Br)[C@@H]([C@H]([C@H]1Br)Br)Br,non-mutagenic
Cl[C@H]1O[C@H]1CBr,mutagenic
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](CN([C@@H]([C@@H]([C@]1(C)O)O)C)C)C)(C)O,non-mutagenic
CNP1(=NP(=NP(=N1)(NC)NC)(NC)NC)NC,non-mutagenic
CCOS(=O)(=O)C,mutagenic
OC(=O)[C@H](CC[S@](=O)(=N)C)N,non-mutagenic
[N-]=[N+]=CC(=O)NCC(=O)NN,mutagenic
CC(=O)Nc1cccc(c1)N,mutagenic
Nc1cccc(c1C)N.Cl.Cl,mutagenic
OC(=O)[C@H](Cc1c[nH]c2c1cc(O)cc2)N,non-mutagenic
[N-]=[N+]=Nc1ccc(c(c1)[N+](=O)[O-])F,mutagenic
COC1=CC(=O)c2c(C1=O)nc(c1c2[nH]c2c1cncc2)C,mutagenic
CC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](CO)O,mutagenic
ClC/C=C/Cl,mutagenic
Nc1ccccc1c1ccccc1.Cl,mutagenic
N[C@H](C(=O)O)CS/C=C/Cl,non-mutagenic
CNC1Cc2cccc3c2c(C1)ccc3.Cl,mutagenic
c1ccc2c(n1)[C@@H]1O[C@@H]1[C@@H]1[C@H]2O1,non-mutagenic
CCCn1cc2c3c1cccc3[C@@H]1[C@@H](C2)N(C)CC(=C1)C,mutagenic
[O-][N+](=O)c1cccc2c1[nH]nc2,mutagenic
OC(=O)c1cc2ccccc2cc1O,non-mutagenic
O=C(N[C@H](C(=O)O)CC(=O)O)COc1ccc(cc1Cl)Cl,non-mutagenic
N#C[C@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](c1ccc(cc1)Cl)C(C)C,non-mutagenic
NC(=O)Nc1cc(ccc1O)[C@@H](CNC(C)(C)C)O.Cl,non-mutagenic
O=CC(=C(C)C)Cl,mutagenic
OC(=O)C([C@@](C([C@](C(Cl)(F)F)(Cl)F)(F)F)(Cl)F)(F)F,non-mutagenic
[O-][N+](=O)c1cccc(c1C)/N=[N+](/c1cccc(c1C)[N+](=O)[O-])\[O-],non-mutagenic
Cc1ccc(c(c1)C)/N=N/c1c(O)ccc2c1cccc2,mutagenic
c1ccc2-c3c4c(-c2c1)cccc4ccc3,mutagenic
Fc1ccc2-c3c([C@H](c2c1)C)cccc3,mutagenic
ClCCN([P@]1(=O)OCCCN1CCCl)CCCl,mutagenic
OCCN(c1ccc(cc1)/N=N/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CCO,mutagenic
ONc1nc(N)nc2c1nc[nH]2,mutagenic
OC(=O)C/C(=C\C(=O)O)/C(=O)O,non-mutagenic
O=NN(C)C,mutagenic
CNC(=O)O/N=C/C(SC)(C)C,non-mutagenic
O=Cc1c2ccccc2cc2c1cccc2,non-mutagenic
OS(=O)(=O)O.COc1ccc(cc1N)N,mutagenic
CCCCCN(C(=O)[C@@H](NC(=O)c1ccc(c(c1)Cl)Cl)CCC(=O)O)CCCOC,non-mutagenic
CCc1c2ccc3c(c2cc2c1cccc2)[C@@H]1O[C@@H]1[C@@H]([C@H]3O)O,mutagenic
[O-][N+](=O)[C@@H](CC)C,non-mutagenic
O=C1CC[C@H](N1)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N)Cc1nc[nH]c1,non-mutagenic
Cc1ccc(cc1)/N=N/NCc1ccccc1,mutagenic
CCC/C=C(/C=O)\CC,non-mutagenic
OC[C@H]1O[C@@H](O[C@@]23C=C(C)C4([C@]([C@@H]3C(=O)C(C2)(C)C)(C)O)CC4)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(cc1)O)O)OC(=O)C,mutagenic
Oc1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(cc1)/N=N/c1c(N)c2c(cc1S(=O)(=O)O)cc(c(c2O)/N=N/c1ccccc1)S(=O)(=O)O.[Na+].[Na+],mutagenic
N[C@@H]1CCC[C@H](C1)N,non-mutagenic
O=C1c2ccccc2N/C/1=C\1/Nc2c(C1=O)cccc2,mutagenic
C1CCC(CC1)N1[C@@H]2[C@H]1c1ccccc1-c1c2cccc1,mutagenic
Cl[C@@H](C=C)CCl,non-mutagenic
COc1ccccc1N.Cl,mutagenic
BrC[C@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)c[nH]3,mutagenic
C/N=N/O.[K+],mutagenic
CN(c1ccc(cc1)/N=N/c1ccc2c(c1)scn2)C,mutagenic
C/C(=C\C(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C)/CC/C=C(\CCC=C(C)C)/C,non-mutagenic
O[C@H]([C@H](C(=O)O)O)C(=O)O.[Na+].[Na+],non-mutagenic
OS(=O)(=O)c1cc2ccc(c(c2c(c1)S(=O)(=O)O)/N=N/c1ccc(cc1C)c1ccc(c(c1)C)/N=N/c1ccc(cc1)OS(=O)(=O)c1ccc(cc1)C)O.[Na+].[Na+],mutagenic
C=CS(=O)(=O)C,non-mutagenic
CC(C[C@H](O)C)C,non-mutagenic
COC(=O)c1ccc(cc1)/C=N/n1nnc2c(c1=O)[nH]c1c2cccc1,mutagenic
O=C/C=C/c1ccccc1,non-mutagenic
Brc1ccccc1c1ccccc1,non-mutagenic
COc1ccc(cc1)CNC(=O)[C@H](Br)C,mutagenic
CSCC[C@@H](C(=O)O)NC(=O)COc1cc(Cl)c(cc1Cl)Cl,non-mutagenic
Cc1cc(ccc1N)/N=N/c1ccccc1C,mutagenic
[N-]=[N+]=Nc1ccc2c(c1)nc1c(c2Nc2ccc(cc2)C(=O)O)cccc1,mutagenic
OC(=O)CN(CC(=O)O)CC(=O)O.[Na+].[Na+].[Na+].O,non-mutagenic
C[C@]1(OC1)c1ccccc1,mutagenic
C[C@@H]1c2ccccc2-c2c1cc(C)c(c2)C,mutagenic
CCCCCC[C@@H]1OC1,non-mutagenic
O=C1C=CC(=[N+]=[N-])C=C1,mutagenic
COC1(CCCC1)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)C[C@H]1S[C@H]1C2,non-mutagenic
CN(/N=N/c1ccc(cc1)[N+](=O)[O-])C,mutagenic
OC[C@H](COP(=O)(O)O)O.[K+].[K+],non-mutagenic
COc1cc(ccc1O)C[C@H]1CO1,mutagenic
N[C@H](C(=O)O)CS/C(=C(/C(Cl)(Cl)Cl)\Cl)/Cl,mutagenic
O[C@H]1C=CC=C[C@@H]1O,mutagenic
CC/N=N/O.[K+],mutagenic
OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)C[C@@H](O2)C)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,mutagenic
CC(=O)OCc1ccc(cc1)/N=N/c1ccc(cc1)COC(=O)C,mutagenic
C1COCCO[C@@H]2CCCC[C@H]2OCCOCCOCCO[C@H]2[C@H](OCCO1)CCCC2,non-mutagenic
CCCCCCCCCCCCCC[N+](Cc1ccccc1)(C)C.Cl,non-mutagenic
O[I](=O)(=O)=O.NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,non-mutagenic
CCc1cc2ccccc2c2c1c1[C@@H]3O[C@@H]3[C@@H]([C@H](c1cc2)O)O,mutagenic
NC[C@@H](C(=O)N[C@@H]1C[C@@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1O[C@H](CN)[C@H]([C@@H]([C@H]1O)O)O)O,non-mutagenic
C[C@H]1CN(C)[C@H]2[C@H](C1)c1cc(Br)cc3c1c(C2)cn3CC1CC1,non-mutagenic
OS(=O)(=O)O.OC[P+](CO)(CO)CO,non-mutagenic
Fc1ccc2-c3c(-c4c2c1ccc4)c1ccccc1cc3,mutagenic
Oc1ccc2c(c1)c(cc(c2)S(=O)(=O)O)S(=O)(=O)O.[Na+].[Na+],non-mutagenic
COC1=CC(=O)c2c(C1=O)c1[nH]c3c(c1c(n2)C)cccc3,mutagenic
O=C1OC[C@]2(C(=C1)C(=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)Cl)C,non-mutagenic
Cc1ccc(cc1)/N=N/c1c(O)ccc2c1cccc2,non-mutagenic
O=C(c1ccccc1)OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,non-mutagenic
OS(=O)(=O)O.Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,mutagenic
CCCCCCCCCCSCn1cc[n+](c1)C.Cl,mutagenic
Nc1c2ccccc2nc2c1cccc2,mutagenic
CC(=O)[C@H](C(=O)Nc1ccccc1)/N=N/c1ccc(cc1Cl)c1ccc(c(c1)Cl)/N=N/[C@@H](C(=O)Nc1ccccc1)C(=O)C,non-mutagenic
COC(=O)C1=C(C)NC(=C([C@@H]1c1ccccc1[N+](=O)[O-])C(=O)OC)C,non-mutagenic
O/C=C\1/C[C@@]2(C)[C@H](CC1=O)CC[C@@H]1[C@@H]2CC[C@]2([C@@H]1CC[C@]2(C)O)C,non-mutagenic
OC[C@H]1O[C@H](C[C@@H]1O)n1c(O)nc2c1nc(N)[nH]c2=O,non-mutagenic
O/N=C/1\C=C/C(=N/O)/C=C1,mutagenic
COc1cc2O[C@@H]3[C@H](c2c2c1c1CCC(=O)c1c(=O)o2)CCO3,mutagenic
c1ccc(nc1)c1ccccn1,mutagenic
[O-][N+](=O)CC,non-mutagenic
CC(=O)O[C@@H]1Cc2c3c1c1ccc4c(c1cc3ccc2C)cccc4,mutagenic
Nc1ccc(cc1)Cl.Cl,mutagenic
